id;disaster_type;disaster_subtype;event_name;country;subregion;location;origin;magnitude;magnitude_scale;latitude;longitude;start_year;start_month;start_day;end_year;end_month;end_day;total_deaths;total_injured;total_homeless;total_affected;total_damage;summary;quote;sound_url;image_url
2000-0749-PNG;Earthquake;Ground movement;;Papua New Guinea;Melanesia;Duke of York island (Kokopo district, East New Britain province), New Ireland, Northern Solomons provinces;;8;Moment Magnitude;-3.98;152.169;2000;11;16;2000;11;16;2;;5000;5000;;On November 16, 2000, a magnitude 8 Moment Magnitude earthquake occurred in Duke of York island (Kokopo district, East New Britain province), New Ireland, Northern Solomons provinces, Papua New Guinea, within the Melanesia subregion. It resulted in 2 deaths, and 5000 people left homeless.;;;
2000-0832-MHL;Epidemic;Bacterial disease;Cholera;Marshall Islands;Micronesia;Ebeye Isl., Kwajalein Atoll, Lae Atoll;;;;;;2000;12;1;2000;12;1;6;;;218;;On December 1, 2000, epidemic occurred in Ebeye Isl., Kwajalein Atoll, Lae Atoll, Marshall Islands, within the Micronesia subregion. It resulted in 6 deaths.;;;
2001-0093-VUT;Storm;Tropical cyclone;Paula;Vanuatu;Melanesia;Malukulan Ambrym, Paama, Lopevi islands (Malampa province), Efate, Shepherd islands (Shefa province);;200;Kph;;;2001;2;28;2001;2;28;1;;;;;On February 28, 2001, a magnitude 200 Kph storm occurred in Malukulan Ambrym, Paama, Lopevi islands (Malampa province), Efate, Shepherd islands (Shefa province), Vanuatu, within the Melanesia subregion. It resulted in 1 deaths.;;;
2001-0143-VUT;Storm;Tropical cyclone;Sose;Vanuatu;Melanesia;Santo island (Sanma province), Malekula island (Malampa province), Ambae island (Penama province), Shepherd, Efate island (Shefa province), Erromango, Tanna, Anatom island (Tafea province),;;100;Kph;;;2001;4;7;2001;4;7;1;;295;800;;On April 7, 2001, a magnitude 100 Kph storm occurred in Santo island (Sanma province), Malekula island (Malampa province), Ambae island (Penama province), Shepherd, Efate island (Shefa province), Erromango, Tanna, Anatom island (Tafea province),, Vanuatu, within the Melanesia subregion. It resulted in 1 deaths, and 295 people left homeless.;;;
2001-0254-VUT;Volcanic activity;Ash fall;Lopevi;Vanuatu;Melanesia;Paama island (Malampa province);;;;-16.507;168.346;2001;6;8;2001;6;8;;;;4500;;On June 8, 2001, volcanic activity occurred in Paama island (Malampa province), Vanuatu, within the Melanesia subregion. It resulted in no confirmed casualties.;;;
2001-0274-WSM;Flood;Flash flood;;Samoa;Polynesia;Lepea, Moatta, Falifa, Siumu areas;;;Km2;;;2001;4;15;2001;4;15;;;;;2657;On April 15, 2001, flood occurred in Lepea, Moatta, Falifa, Siumu areas, Samoa, within the Polynesia subregion. It resulted in no confirmed casualties.;;;
2001-0345-PNG;Earthquake;Ground movement;;Papua New Guinea;Melanesia;Mumeng district (Morobe province);;6.4;Moment Magnitude;-6.884;146.388;2001;6;5;2001;6;5;;1;200;201;;On June 5, 2001, a magnitude 6.4 Moment Magnitude earthquake occurred in Mumeng district (Morobe province), Papua New Guinea, within the Melanesia subregion. It resulted in 1 injuries, and 200 people left homeless.;;;
2001-0531-PNG;Epidemic;Viral disease;;Papua New Guinea;Melanesia;Dogura, Salamo, Daio, Hagita, Samarai, Alotau, Waterluma, Gamadodo (Milne Bay province);;6000;Vaccinated;;;2001;11;1;2001;11;1;;;;1395;;On November 1, 2001, a magnitude 6000 Vaccinated epidemic occurred in Dogura, Salamo, Daio, Hagita, Samarai, Alotau, Waterluma, Gamadodo (Milne Bay province), Papua New Guinea, within the Melanesia subregion. It resulted in no confirmed casualties.;;;
2001-0659-COK;Storm;Tropical cyclone;Trina;Cook Islands;Polynesia;Rarotonga, Avarua, Mangaia islands;;130;Kph;;;2001;12;2;2001;12;2;;;;744;;On December 2, 2001, a magnitude 130 Kph storm occurred in Rarotonga, Avarua, Mangaia islands, Cook Islands, within the Polynesia subregion. It resulted in no confirmed casualties.;;;
2001-0711-TON;Storm;Tropical cyclone;Waka;Tonga;Polynesia;Vava'u, Niuafo'ou islands (Tonga province);;260;Kph;;;2001;12;31;2001;12;31;;;;16500;90882;On December 31, 2001, a magnitude 260 Kph storm occurred in Vava'u, Niuafo'ou islands (Tonga province), Tonga, within the Polynesia subregion. It resulted in no confirmed casualties.;;;
2002-0002-VUT;Earthquake;Ground movement;;Vanuatu;Melanesia;Port Vila city (Shefa province);;7.2;Moment Magnitude;-17.6;167.856;2002;1;3;2002;1;3;;;;500;;On January 3, 2002, a magnitude 7.2 Moment Magnitude earthquake occurred in Port Vila city (Shefa province), Vanuatu, within the Melanesia subregion. It resulted in no confirmed casualties.;;;
2002-0070-PNG;Earthquake;Ground movement;;Papua New Guinea;Melanesia;Aitape district (West Sepik province);;6.7;Moment Magnitude;-3.212;142.427;2002;1;10;2002;1;10;1;;1000;1000;;On January 10, 2002, a magnitude 6.7 Moment Magnitude earthquake occurred in Aitape district (West Sepik province), Papua New Guinea, within the Melanesia subregion. It resulted in 1 deaths, and 1000 people left homeless.;;;
2002-0126-FSM;Storm;Tropical cyclone;Mitag;Micronesia (Federated States of);Micronesia;Yap Island (Micronesia province);;212;Kph;;;2002;3;3;2002;3;3;;;175;175;;On March 3, 2002, a magnitude 212 Kph storm occurred in Yap Island (Micronesia province), Micronesia (Federated States of), within the Micronesia subregion. It resulted in 175 people left homeless.;;;
2002-0190-PNG;Mass movement (wet);Landslide (wet);;Papua New Guinea;Melanesia;Wantoat village (Markham area, Kaiapit district, Morobe province);;;;;;2002;4;2;2002;4;2;36;11;;174;;On April 2, 2002, mass movement (wet) occurred in Wantoat village (Markham area, Kaiapit district, Morobe province), Papua New Guinea, within the Melanesia subregion. It resulted in 36 deaths, and 11 injuries.;;;
2002-0303-PNG;Epidemic;Viral disease;;Papua New Guinea;Melanesia;Western Highlands;;;Vaccinated;;;2002;1;1;2002;1;1;122;;;2215;;On January 1, 2002, epidemic occurred in Western Highlands, Papua New Guinea, within the Melanesia subregion. It resulted in 122 deaths.;;;
2002-0397-FSM;Storm;Tropical cyclone;Chata'an;Micronesia (Federated States of);Micronesia;Weno, Tonoas, Fefan, Udot, Uman, Siis villages (Chuuk island, Micronesia province);;112;Kph;;;2002;7;1;2002;7;1;47;148;;1448;872;On July 1, 2002, a magnitude 112 Kph storm occurred in Weno, Tonoas, Fefan, Udot, Uman, Siis villages (Chuuk island, Micronesia province), Micronesia (Federated States of), within the Micronesia subregion. It resulted in 47 deaths, and 148 injuries.;;;
2002-0492-PNG;Volcanic activity;Ash fall;Mt Pago;Papua New Guinea;Melanesia;Kimbe district (West New Britain province);;;;;;2002;7;2;2002;7;2;;;;13000;;On July 2, 2002, volcanic activity occurred in Kimbe district (West New Britain province), Papua New Guinea, within the Melanesia subregion. It resulted in no confirmed casualties.;;;
2002-0577-PNG;Earthquake;Ground movement;;Papua New Guinea;Melanesia;Wewak district (East Sepik province);;7.6;Moment Magnitude;-3.302;142.945;2002;9;8;2002;9;8;4;70;;4470;;On September 8, 2002, a magnitude 7.6 Moment Magnitude earthquake occurred in Wewak district (East Sepik province), Papua New Guinea, within the Melanesia subregion. It resulted in 4 deaths, and 70 injuries.;;;
2002-0770-VUT;Earthquake;Ground movement;;Vanuatu;Melanesia;Merelava island (Torba province);;5.9;Moment Magnitude;-14.49;167.827;2002;11;27;2002;11;27;;3;;503;;On November 27, 2002, a magnitude 5.9 Moment Magnitude earthquake occurred in Merelava island (Torba province), Vanuatu, within the Melanesia subregion. It resulted in 3 injuries.;;;
2002-0811-SLB;Storm;Tropical cyclone;Zoe;Solomon Islands;Melanesia;Tikopia, Fataka, Anuta islands (Temotu area, Solomon Islands province);;;Kph;;;2002;12;28;2002;12;29;;10;1100;1110;;On December 28, 2002, storm occurred in Tikopia, Fataka, Anuta islands (Temotu area, Solomon Islands province), Solomon Islands, within the Melanesia subregion. It resulted in 10 injuries, and 1100 people left homeless.;;;
2002-0815-PNG;Epidemic;Viral disease;;Papua New Guinea;Melanesia;Hengonofi area;;;Vaccinated;;;2002;12;24;2002;12;24;20;;;;;On December 24, 2002, epidemic occurred in Hengonofi area, Papua New Guinea, within the Melanesia subregion. It resulted in 20 deaths.;;;
2002-0829-VUT;Flood;Riverine flood;;Vanuatu;Melanesia;Tafea province;Heavy rain;146;Km2;;;2002;12;21;2002;12;25;;1;;3001;;On December 21, 2002, a magnitude 146 Km2 flood occurred in Tafea province, Vanuatu, within the Melanesia subregion. It resulted in 1 injuries.;;;
2003-0024-FJI;Storm;Tropical cyclone;Ami;Fiji;Melanesia;Northern, Eastern, Western provinces;;150;Kph;;;2003;1;14;2003;1;14;17;;;30000;51157;On January 14, 2003, a magnitude 150 Kph storm occurred in Northern, Eastern, Western provinces, Fiji, within the Melanesia subregion. It resulted in 17 deaths.;;;
2003-0057-SLB;Storm;Tropical cyclone;Beni;Solomon Islands;Melanesia;Rennell, Bellona islands (Solomon Islands province);;110;Kph;;;2003;1;26;2003;1;28;;;;275;;On January 26, 2003, a magnitude 110 Kph storm occurred in Rennell, Bellona islands (Solomon Islands province), Solomon Islands, within the Melanesia subregion. It resulted in no confirmed casualties.;;;
2003-0135-NCL;Storm;Tropical cyclone;Erica;New Caledonia;Melanesia;Noumea, Bourail areas (South region), Kone area (North region);;200;Kph;;;2003;3;13;2003;3;13;2;100;1000;1100;68209;On March 13, 2003, a magnitude 200 Kph storm occurred in Noumea, Bourail areas (South region), Kone area (North region), New Caledonia, within the Melanesia subregion. It resulted in 2 deaths, and 100 injuries, and 1000 people left homeless.;;;
2003-0145-NCL;Epidemic;Viral disease;Dengue;New Caledonia;Melanesia;;;;Vaccinated;;;2003;3;;2003;3;;;;;437;;On 2003, epidemic occurred in an unspecified location, New Caledonia, within the Melanesia subregion. It resulted in no confirmed casualties.;;;
2003-0208-PNG;Mass movement (wet);Landslide (wet);;Papua New Guinea;Melanesia;Southern Highlands province;Heavy rains;;;;;2003;5;3;2003;5;3;13;21;;21;;On May 3, 2003, mass movement (wet) occurred in Southern Highlands province, Papua New Guinea, within the Melanesia subregion. It resulted in 13 deaths, and 21 injuries.;;;
2003-0287-ASM;Flood;Flash flood;;American Samoa;Polynesia;Pago pago, Fagatogo areas (Administrative unit not available province);Heavy rains;174;Km2;;;2003;5;18;2003;5;19;6;3;;3;85261;On May 18, 2003, a magnitude 174 Km2 flood occurred in Pago pago, Fagatogo areas (Administrative unit not available province), American Samoa, within the Polynesia subregion. It resulted in 6 deaths, and 3 injuries.;;;
2003-0314-SLB;Storm;Tropical cyclone;Gina;Solomon Islands;Melanesia;Faea, Ravenga areas (Tikopia island, Solomon Islands province);;111;Kph;;;2003;6;5;2003;6;5;;;150;150;;On June 5, 2003, a magnitude 111 Kph storm occurred in Faea, Ravenga areas (Tikopia island, Solomon Islands province), Solomon Islands, within the Melanesia subregion. It resulted in 150 people left homeless.;;;
2003-0386-PNG;Mass movement (wet);Landslide (wet);;Papua New Guinea;Melanesia;Namatanai, Konos districts (New Ireland province);Torrential rains;;;;;2003;8;1;2003;8;1;;;;600;;On August 1, 2003, mass movement (wet) occurred in Namatanai, Konos districts (New Ireland province), Papua New Guinea, within the Melanesia subregion. It resulted in no confirmed casualties.;;;
2003-0577-FSM;Storm;Tropical cyclone;Lupit;Micronesia (Federated States of);Micronesia;Ulithi Atoll, Woleai Atoll, Fais Island, Rumung Island, Yap Island areas (Micronesia province);;240;Kph;;;2003;11;21;2003;11;25;;;1000;1000;;On November 21, 2003, a magnitude 240 Kph storm occurred in Ulithi Atoll, Woleai Atoll, Fais Island, Rumung Island, Yap Island areas (Micronesia province), Micronesia (Federated States of), within the Micronesia subregion. It resulted in 1000 people left homeless.;;;
2004-0004-ASM;Storm;Tropical cyclone;Heta;American Samoa;Polynesia;American Samoa;;310;Kph;;;2004;1;5;2004;1;5;;60;3000;23060;249113;On January 5, 2004, a magnitude 310 Kph storm occurred in American Samoa, American Samoa, within the Polynesia subregion. It resulted in 60 injuries, and 3000 people left homeless.;;;
2004-0004-NIU;Storm;Tropical cyclone;Heta;Niue;Polynesia;Alofi area (Niue province);;300;Kph;;;2004;1;6;2004;1;6;1;2;500;702;66430;On January 6, 2004, a magnitude 300 Kph storm occurred in Alofi area (Niue province), Niue, within the Polynesia subregion. It resulted in 1 deaths, and 2 injuries, and 500 people left homeless.;;;
2004-0004-TON;Storm;Tropical cyclone;Heta;Tonga;Polynesia;Tafahi, Nuiatoputapu islands (Tonga province);;;Kph;;;2004;1;6;2004;1;6;;;;;;On January 6, 2004, storm occurred in Tafahi, Nuiatoputapu islands (Tonga province), Tonga, within the Polynesia subregion. It resulted in no confirmed casualties.;;;
2004-0004-WSM;Storm;Tropical cyclone;Heta;Samoa;Polynesia;Savaii, Upolu islands (Samoa province);;310;Kph;;;2004;1;5;2004;1;5;1;;;;;On January 5, 2004, a magnitude 310 Kph storm occurred in Savaii, Upolu islands (Samoa province), Samoa, within the Polynesia subregion. It resulted in 1 deaths.;;;
2004-0080-VUT;Storm;Tropical cyclone;Ivy (P13);Vanuatu;Melanesia;Malekula, Ambrym, Paama islands (Malampa province), Epi, Shepard islands (Shefa province), Ambae, Maevo islands (Penama province), Erromango, Tanna islands (Tafea province);;190;Kph;;;2004;2;25;2004;2;27;2;8;;54008;;On February 25, 2004, a magnitude 190 Kph storm occurred in Malekula, Ambrym, Paama islands (Malampa province), Epi, Shepard islands (Shefa province), Ambae, Maevo islands (Penama province), Erromango, Tanna islands (Tafea province), Vanuatu, within the Melanesia subregion. It resulted in 2 deaths, and 8 injuries.;;;
2004-0104-PNG;Flood;Riverine flood;;Papua New Guinea;Melanesia;Western Highlands, Chimbu provinces;Heavy rains;2000;Km2;;;2004;3;5;2004;3;9;;;;10000;;On March 5, 2004, a magnitude 2000 Km2 flood occurred in Western Highlands, Chimbu provinces, Papua New Guinea, within the Melanesia subregion. It resulted in no confirmed casualties.;;;
2004-0150-FSM;Storm;Tropical cyclone;Cosme (Sudal/03W);Micronesia (Federated States of);Micronesia;Yap area (Micronesia province);;240;Kph;;;2004;4;3;2004;4;18;1;8;;6008;;On April 3, 2004, a magnitude 240 Kph storm occurred in Yap area (Micronesia province), Micronesia (Federated States of), within the Micronesia subregion. It resulted in 1 deaths, and 8 injuries.;;;
2004-0153-FJI;Storm;Tropical cyclone;;Fiji;Melanesia;Central, Western, Northern provinces;;90;Kph;;;2004;4;8;2004;4;8;16;;;5000;6643;On April 8, 2004, a magnitude 90 Kph storm occurred in Central, Western, Northern provinces, Fiji, within the Melanesia subregion. It resulted in 16 deaths.;;;
2004-0294-FJI;Flood;Flash flood;;Fiji;Melanesia;Central, Western provinces;Torrential rains;;Km2;;;2004;6;5;2004;6;5;;;;600;;On June 5, 2004, flood occurred in Central, Western provinces, Fiji, within the Melanesia subregion. It resulted in no confirmed casualties.;;;
2004-0610-PNG;Volcanic activity;Ash fall;;Papua New Guinea;Melanesia;Bogia district (Madang province);;;;;;2004;10;;2004;11;;;;;9600;;On 2004, volcanic activity occurred in Bogia district (Madang province), Papua New Guinea, within the Melanesia subregion. It resulted in no confirmed casualties.;;;
2005-0102-COK;Storm;Tropical cyclone;Percy;Cook Islands;Polynesia;Pukapuka, Nassau islands;;249;Kph;;;2005;2;28;2005;2;28;;8;;608;;On February 28, 2005, a magnitude 249 Kph storm occurred in Pukapuka, Nassau islands, Cook Islands, within the Polynesia subregion. It resulted in 8 injuries.;;;
2005-0102-TKL;Storm;Tropical cyclone;Percy;Tokelau;Polynesia;Nukunonu, Atafu, Fakaofo islands (Tokelau province);;249;Kph;;;2005;2;28;2005;2;28;;1;25;26;;On February 28, 2005, a magnitude 249 Kph storm occurred in Nukunonu, Atafu, Fakaofo islands (Tokelau province), Tokelau, within the Polynesia subregion. It resulted in 1 injuries, and 25 people left homeless.;;;
2005-0151-ASM;Storm;Tropical cyclone;Olaf;American Samoa;Polynesia;Manu'a island;;;Kph;;;2005;2;16;2005;2;16;;;;;;On February 16, 2005, storm occurred in Manu'a island, American Samoa, within the Polynesia subregion. It resulted in no confirmed casualties.;;;
2005-0151-WSM;Storm;Tropical cyclone;Olaf;Samoa;Polynesia;Samoa province;;190;Kph;;;2005;2;16;2005;2;16;9;;;;;On February 16, 2005, a magnitude 190 Kph storm occurred in Samoa province, Samoa, within the Polynesia subregion. It resulted in 9 deaths.;;;
2005-0308-PNG;Volcanic activity;Ash fall;Langila, Manam;Papua New Guinea;Melanesia;Aitavala, Masele, Kilenge, Ongaea, Potne, Sumel, Vem, Galegale, Tauale, Laut, Aimaga, Aipate, Gie villages (Gloucester district, West New Britain province);;;;-4.08;145.037;2005;6;2;2005;6;10;;;;15000;;On June 2, 2005, volcanic activity occurred in Aitavala, Masele, Kilenge, Ongaea, Potne, Sumel, Vem, Galegale, Tauale, Laut, Aimaga, Aipate, Gie villages (Gloucester district, West New Britain province), Papua New Guinea, within the Melanesia subregion. It resulted in no confirmed casualties.;;;
2005-0328-PNG;Earthquake;Ground movement;;Papua New Guinea;Melanesia;Lae district (Morobe province);;6.1;Moment Magnitude;-6.319;146.846;2005;6;4;2005;6;4;1;;200;200;;On June 4, 2005, a magnitude 6.1 Moment Magnitude earthquake occurred in Lae district (Morobe province), Papua New Guinea, within the Melanesia subregion. It resulted in 1 deaths, and 200 people left homeless.;;;
2005-0518-PNG;Flood;Riverine flood;;Papua New Guinea;Melanesia;Arawa, Buin district (Northern Solomons province);Heavy rainsfalls;;Km2;;;2005;8;19;2005;8;19;1;;;2493;;On August 19, 2005, flood occurred in Arawa, Buin district (Northern Solomons province), Papua New Guinea, within the Melanesia subregion. It resulted in 1 deaths.;;;
2005-0664-VUT;Volcanic activity;Ash fall;Mt. Ambae;Vanuatu;Melanesia;Ambae island (Penama province);;;;-16.507;168.346;2005;11;27;2005;11;27;;;;5000;;On November 27, 2005, volcanic activity occurred in Ambae island (Penama province), Vanuatu, within the Melanesia subregion. It resulted in no confirmed casualties.;;;
2006-0059-PNG;Mass movement (wet);Landslide (wet);;Papua New Guinea;Melanesia;Kwasang 2 village (Mumeng district, Morobe province);Torrential rain;;;;;2006;1;20;2006;4;18;14;;10000;10000;;On January 20, 2006, mass movement (wet) occurred in Kwasang 2 village (Mumeng district, Morobe province), Papua New Guinea, within the Melanesia subregion. It resulted in 14 deaths, and 10000 people left homeless.;;;
2006-0071-FJI;Flood;Riverine flood;;Fiji;Melanesia;Macuata district (Northern province);Heavy rain;2370;Km2;-16.45;179.65;2006;2;4;2006;2;9;4;;;224;778;On February 4, 2006, a magnitude 2370 Km2 flood occurred in Macuata district (Northern province), Fiji, within the Melanesia subregion. It resulted in 4 deaths.;;;
2006-0073-FJI;Storm;Tropical cyclone;Jim;Fiji;Melanesia;Lautoka, Ba towns (Ba district, Western province), Rakiraki town (Ra district, Western province);;;Kph;-17.82;177.68;2006;1;29;2006;2;6;;;;168;;On January 29, 2006, storm occurred in Lautoka, Ba towns (Ba district, Western province), Rakiraki town (Ra district, Western province), Fiji, within the Melanesia subregion. It resulted in no confirmed casualties.;;;
2006-0082-PNG;Flood;Riverine flood;;Papua New Guinea;Melanesia;Babiko, Mou, Apanapi, Rapa, Mekeo, Inauabui, Veifa, Biotou, Kairuku areas (Kairuku district, Central province);Heavy rains;34450;Km2;-9.07;147.28;2006;2;3;2006;2;19;1;;12000;12000;;On February 3, 2006, a magnitude 34450 Km2 flood occurred in Babiko, Mou, Apanapi, Rapa, Mekeo, Inauabui, Veifa, Biotou, Kairuku areas (Kairuku district, Central province), Papua New Guinea, within the Melanesia subregion. It resulted in 1 deaths, and 12000 people left homeless.;;;
2006-0205-PNG;Flood;Riverine flood;;Papua New Guinea;Melanesia;Ambunti district (East Sepik province);Heavy rain;41560;Km2;-4.26;143.22;2006;4;12;2006;4;18;;;;400;;On April 12, 2006, a magnitude 41560 Km2 flood occurred in Ambunti district (East Sepik province), Papua New Guinea, within the Melanesia subregion. It resulted in no confirmed casualties.;;;
2006-0222-PNG;Mass movement (wet);Mudslide;;Papua New Guinea;Melanesia;Kuma village (Mendi district, Southern Highlands province);;;;-6.16;143.7;2006;4;27;2006;4;30;1;;;300;;On April 27, 2006, mass movement (wet) occurred in Kuma village (Mendi district, Southern Highlands province), Papua New Guinea, within the Melanesia subregion. It resulted in 1 deaths.;;;
2006-0281-VUT;Volcanic activity;Ash fall;Lopevi;Vanuatu;Melanesia;Paama, Ambrym villages (Malampa province);;;;-16.507;168.346;2006;5;9;2006;5;9;;;;;;On May 9, 2006, volcanic activity occurred in Paama, Ambrym villages (Malampa province), Vanuatu, within the Melanesia subregion. It resulted in no confirmed casualties.;;;
2006-0540-PNG;Volcanic activity;Ash fall;Tavurvur;Papua New Guinea;Melanesia;Kokopo, Rabaul districts (East New Britain province);;;;;;2006;10;7;2006;10;7;;;;1221;;On October 7, 2006, volcanic activity occurred in Kokopo, Rabaul districts (East New Britain province), Papua New Guinea, within the Melanesia subregion. It resulted in no confirmed casualties.;;;
2006-0715-PNG;Volcanic activity;Ash fall;Karai;Papua New Guinea;Melanesia;Kaiamu, Malasi, Sulu, Silali villages (Bialla district, West New Britain province);;;;;;2006;7;13;2006;7;13;;;;2078;;On July 13, 2006, volcanic activity occurred in Kaiamu, Malasi, Sulu, Silali villages (Bialla district, West New Britain province), Papua New Guinea, within the Melanesia subregion. It resulted in no confirmed casualties.;;;
2007-0108-FJI;Flood;Riverine flood;;Fiji;Melanesia;Central, Northern, Western provinces;Heavy rain;1690;Km2;-17.77;177.48;2007;2;3;2007;2;20;1;;;900;45387;On February 3, 2007, a magnitude 1690 Km2 flood occurred in Central, Northern, Western provinces, Fiji, within the Melanesia subregion. It resulted in 1 deaths.;;;
2007-0127-SLB;Earthquake;Tsunami;;Solomon Islands;Melanesia;Administrative unit not available;Earthquake;8.1;Moment Magnitude;-8.466;157.043;2007;4;1;2007;4;1;52;9;;2384;;On April 1, 2007, a magnitude 8.1 Moment Magnitude earthquake occurred in Administrative unit not available, Solomon Islands, within the Melanesia subregion. It resulted in 52 deaths, and 9 injuries.;;;
2007-0151-FJI;Storm;Tropical cyclone;Cliff;Fiji;Melanesia;Lau district (Eastern province);;120;Kph;;;2007;4;5;2007;4;5;1;;;;;On April 5, 2007, a magnitude 120 Kph storm occurred in Lau district (Eastern province), Fiji, within the Melanesia subregion. It resulted in 1 deaths.;;;
2007-0557-PNG;Storm;Tropical cyclone;Cyclone 'Guba';Papua New Guinea;Melanesia;Rabaraba district (Milne Bay Province), Northern province;Tropical cyclone Cuba;;Kph;-9.03;149.22;2007;11;12;2007;11;16;172;;;162140;;On November 12, 2007, storm occurred in Rabaraba district (Milne Bay Province), Northern province, Papua New Guinea, within the Melanesia subregion. It resulted in 172 deaths.;;;
2007-0592-FJI;Flood;Flash flood;;Fiji;Melanesia;Central, Northern, Western provinces;;;Km2;-17.77;177.48;2007;3;9;2007;3;12;5;;;;10590;On March 9, 2007, flood occurred in Central, Northern, Western provinces, Fiji, within the Melanesia subregion. It resulted in 5 deaths.;;;
2007-0655-FJI;Storm;Tropical cyclone;Daman;Fiji;Melanesia;Cikobia island (Lau district, Eastern province);;250;Kph;;;2007;12;5;2007;12;7;;;;69;986;On December 5, 2007, a magnitude 250 Kph storm occurred in Cikobia island (Lau district, Eastern province), Fiji, within the Melanesia subregion. It resulted in no confirmed casualties.;;;
2008-0051-FJI;Storm;Tropical cyclone;"Cyclone ""Gene""";Fiji;Melanesia;Central, Eastern, Northern, Western provinces;;177;Kph;;;2008;1;28;2008;1;29;7;;;;43709;On January 28, 2008, a magnitude 177 Kph storm occurred in Central, Eastern, Northern, Western provinces, Fiji, within the Melanesia subregion. It resulted in 7 deaths.;;;
2008-0575-PNG;Flood;Coastal flood;;Papua New Guinea;Melanesia;East Sepik, Madang, Manus, Milne Bay, Morobe, New Ireland, Northern Solomons, West Sepik provinces;Low depression;;Km2;;;2008;12;8;2008;12;8;;;;75300;;On December 8, 2008, flood occurred in East Sepik, Madang, Manus, Milne Bay, Morobe, New Ireland, Northern Solomons, West Sepik provinces, Papua New Guinea, within the Melanesia subregion. It resulted in no confirmed casualties.;;;
2008-0583-FSM;Flood;Coastal flood;;Micronesia (Federated States of);Micronesia;Kosrae, Pohnpei islands;;;Km2;;;2008;12;9;2008;12;9;;;;;;On December 9, 2008, flood occurred in Kosrae, Pohnpei islands, Micronesia (Federated States of), within the Micronesia subregion. It resulted in no confirmed casualties.;;;
2008-0583-KIR;Flood;Coastal flood;;Kiribati;Micronesia;Marakei island;;;Km2;;;2008;12;9;2008;12;9;;;85;85;;On December 9, 2008, flood occurred in Marakei island, Kiribati, within the Micronesia subregion. It resulted in 85 people left homeless.;;;
2008-0583-MHL;Flood;Coastal flood;;Marshall Islands;Micronesia;Majuro, Ebeye islands;;;Km2;;;2008;12;10;2008;12;24;;;;600;;On December 10, 2008, flood occurred in Majuro, Ebeye islands, Marshall Islands, within the Micronesia subregion. It resulted in no confirmed casualties.;;;
2008-0583-PNG;Flood;Coastal flood;;Papua New Guinea;Melanesia;Northern Solomons province;;;Km2;;;2008;12;12;2008;12;12;;;;;;On December 12, 2008, flood occurred in Northern Solomons province, Papua New Guinea, within the Melanesia subregion. It resulted in no confirmed casualties.;;;
2008-0625-PNG;Mass movement (dry);Landslide (dry);;Papua New Guinea;Melanesia;Kainantu gold mine site (Kainantu district, Eastern Highlands province);;;;;;2008;1;6;2008;1;6;10;;;;;On January 6, 2008, mass movement (dry) occurred in Kainantu gold mine site (Kainantu district, Eastern Highlands province), Papua New Guinea, within the Melanesia subregion. It resulted in 10 deaths.;;;
2008-0659-VUT;Volcanic activity;Ash fall;Mt. Ambrym;Vanuatu;Melanesia;Ambrym island (Malampa province);;;;;;2008;12;;2009;4;;;;;9000;;On 2008, volcanic activity occurred in Ambrym island (Malampa province), Vanuatu, within the Melanesia subregion. It resulted in no confirmed casualties.;;;
2009-0013-FJI;Flood;Riverine flood;;Fiji;Melanesia;North, Central, Western provinces;Heavy rains;348;Km2;-17.74;178.05;2009;1;8;2009;1;19;12;;;10556;63234;On January 8, 2009, a magnitude 348 Km2 flood occurred in North, Central, Western provinces, Fiji, within the Melanesia subregion. It resulted in 12 deaths.;;;
2009-0039-SLB;Flood;Riverine flood;;Solomon Islands;Melanesia;Vatukakabo, Mataruka, Verasaba-Takaboru, Tababoru Sasa, Vatukalau, Takaburu, Vatusi, Talangia, Matoba, Barevo, Paru, Vanagobuli, Tina, Tanamao, Vura, Taluloki villages (Guadalcanal area), Malaita, Makira-Ulawa, Central areas;Heavy rain;118000;Km2;-8.14;-158.66;2009;1;29;2009;2;6;21;;;7000;;On January 29, 2009, a magnitude 118000 Km2 flood occurred in Vatukakabo, Mataruka, Verasaba-Takaboru, Tababoru Sasa, Vatukalau, Takaburu, Vatusi, Talangia, Matoba, Barevo, Paru, Vanagobuli, Tina, Tanamao, Vura, Taluloki villages (Guadalcanal area), Malaita, Makira-Ulawa, Central areas, Solomon Islands, within the Melanesia subregion. It resulted in 21 deaths.;;;
2009-0171-VUT;Flood;Riverine flood;;Vanuatu;Melanesia;Linbul, Ranvetlam villages (Malampa province);Heavy rains;;Km2;;;2009;4;15;2009;4;15;;;;950;;On April 15, 2009, flood occurred in Linbul, Ranvetlam villages (Malampa province), Vanuatu, within the Melanesia subregion. It resulted in no confirmed casualties.;;;
2009-0200-COK;Epidemic;Viral disease;Dengue;Cook Islands;Polynesia;Arorangi, Nikao/Tepuka, Avarua, Tupapa, Titikaveka, Ngatangiia, Matavera, Avatiu, Takuvaine, Tutakimoa;;;Vaccinated;;;2009;5;;2009;6;18;;;;1247;;On 2009, epidemic occurred in Arorangi, Nikao/Tepuka, Avarua, Tupapa, Titikaveka, Ngatangiia, Matavera, Avatiu, Takuvaine, Tutakimoa, Cook Islands, within the Polynesia subregion. It resulted in no confirmed casualties.;;;
